Date,HScode,Name,Country,Type,Value,Weight
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,中國大陸,進口,2458,44179
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,中國大陸,出口,99,57
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,巴西,進口,142,480
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,日本,進口,17,50
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,日本,出口,17,40
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,印尼,進口,9,45
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,印度,進口,32,253
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,法國,進口,51,215
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,美國,進口,3272,16520
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,英國,進口,42,171
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,泰國,出口,52,113
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,烏克蘭,進口,104,939
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,紐西蘭,進口,41,63
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,馬來西亞,進口,22,64
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,馬來西亞,出口,35,69
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,菲律賓,出口,54,108
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,越南,出口,183,379
2018-01,2507,高嶺土及其他高嶺土質黏土，不論已否煅燒,澳大利亞,進口,9,20
2018-01,2523,卜特蘭水泥、鋁質水泥、熔渣水泥、過硫酸水泥及其他類似之水硬性水泥，不論是否著色或呈熔滓狀,中國大陸,進口,215,715
2018-01,2523,卜特蘭水泥、鋁質水泥、熔渣水泥、過硫酸水泥及其他類似之水硬性水泥，不論是否著色或呈熔滓狀,中國大陸,出口,4,36
2018-01,2523,卜特蘭水泥、鋁質水泥、熔渣水泥、過硫酸水泥及其他類似之水硬性水泥，不論是否著色或呈熔滓狀,日本,進口,1098,20326
2018-01,2523,卜特蘭水泥、鋁質水泥、熔渣水泥、過硫酸水泥及其他類似之水硬性水泥，不論是否著色或呈熔滓狀,日本,出口,0,0
2018-01,2523,卜特蘭水泥、鋁質水泥、熔渣水泥、過硫酸水泥及其他類似之水硬性水泥，不論是否著色或呈熔滓狀,北馬里亞納群島,出口,136,3000
2018-01,2523,卜特蘭水泥、鋁質水泥、熔渣水泥、過硫酸水泥及其他類似之水硬性水泥，不論是否著色或呈熔滓狀,印尼,進口,205,1674
2018-01,2523,卜特蘭水泥、鋁質水泥、熔渣水泥、過硫酸水泥及其他類似之水硬性水泥，不論是否著色或呈熔滓狀,印度,進口,14,20
