Date,HScode,Name,Country,Type,Value,Weight
2015-01,29161410,甲基丙烯酸甲酯,中國大陸,進口總值(含復進口),65.68103,9625
2015-01,29161410,甲基丙烯酸甲酯,中國大陸,出口總值(含復出口),8305.34759,4405243
2015-01,29161410,甲基丙烯酸甲酯,日本,進口總值(含復進口),1807.67536,897345
2015-01,29161410,甲基丙烯酸甲酯,印尼,出口總值(含復出口),347.78232,180860
2015-01,29161410,甲基丙烯酸甲酯,阿拉伯聯合大公國,出口總值(含復出口),32.14847,15200
2015-01,29161410,甲基丙烯酸甲酯,南韓,進口總值(含復進口),2027.33564,1001991
2015-01,29161410,甲基丙烯酸甲酯,南韓,出口總值(含復出口),632.99779,300000
2015-01,29161410,甲基丙烯酸甲酯,美國,進口總值(含復進口),9530.54419,4501409
2015-01,29161410,甲基丙烯酸甲酯,英國,進口總值(含復進口),0.09436,50
2015-01,29161410,甲基丙烯酸甲酯,香港,出口總值(含復出口),161.34004,101571
2015-01,29161410,甲基丙烯酸甲酯,埃及,出口總值(含復出口),66.59326,30400
2015-01,29161410,甲基丙烯酸甲酯,泰國,進口總值(含復進口),3940.79899,2002247
2015-01,29161410,甲基丙烯酸甲酯,泰國,出口總值(含復出口),410.44353,217300
2015-01,29161410,甲基丙烯酸甲酯,荷蘭,進口總值(含復進口),2.10758,122
2015-01,29161410,甲基丙烯酸甲酯,菲律賓,出口總值(含復出口),450.33029,213900
2015-01,29161410,甲基丙烯酸甲酯,越南,出口總值(含復出口),2590.90909,1282480
2015-01,29161410,甲基丙烯酸甲酯,新加坡,進口總值(含復進口),8416.01132,3992359
2015-01,29161410,甲基丙烯酸甲酯,德國,進口總值(含復進口),487.54325,230425
2015-01,29161410,甲基丙烯酸甲酯,澳大利亞,出口總值(含復出口),62.09499,30400
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,中國大陸,出口總值(含復出口),590.37432,494000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,日本,出口總值(含復出口),210.38062,154000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,伊朗,出口總值(含復出口),20.88707,16000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,印尼,出口總值(含復出口),74.363,55000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,印度,出口總值(含復出口),21.35891,16000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,阿拉伯聯合大公國,出口總值(含復出口),49.51242,40000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,阿根廷,出口總值(含復出口),30.07234,21000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,阿曼,出口總值(含復出口),59.48411,42000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,南韓,出口總值(含復出口),302.89399,236000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,科威特,出口總值(含復出口),32.7776,16000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,美國,進口總值(含復進口),0.06291,0
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,美國,出口總值(含復出口),403.58603,279000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,英國,出口總值(含復出口),24.56747,22000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,哥斯大黎加,出口總值(含復出口),56.33847,40000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,泰國,出口總值(含復出口),221.35891,159000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,馬來西亞,出口總值(含復出口),153.50739,124000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,菲律賓,出口總值(含復出口),335.48285,240000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,越南,出口總值(含復出口),493.07958,356000
2015-01,29173300,鄰苯二甲酸二壬酯或二癸酯,墨西哥,出口總值(含復出口),199.46524,145000
2015-01,29321100,四氫?喃,中國大陸,出口總值(含復出口),6379.86788,3401600
2015-01,29321100,四氫?喃,巴西,出口總值(含復出口),38.43976,14400
2015-01,29321100,四氫?喃,日本,進口總值(含復進口),0.31456,6
2015-01,29321100,四氫?喃,日本,出口總值(含復出口),931.89682,384610
2015-01,29321100,四氫?喃,比利時,出口總值(含復出口),467.03365,198530
2015-01,29321100,四氫?喃,以色列,出口總值(含復出口),35.64013,14400
2015-01,29321100,四氫?喃,加拿大,出口總值(含復出口),50.80213,20000
2015-01,29321100,四氫?喃,伊朗,出口總值(含復出口),37.11859,14400
2015-01,29321100,四氫?喃,印度,出口總值(含復出口),2346.33532,1055850
2015-01,29321100,四氫?喃,波蘭,進口總值(含復進口),13.24315,1296
2015-01,29321100,四氫?喃,南韓,進口總值(含復進口),2.61088,355
2015-01,29321100,四氫?喃,美國,進口總值(含復進口),5.88235,440
2015-01,29321100,四氫?喃,美國,出口總值(含復出口),44.79396,19790
2015-01,29321100,四氫?喃,英國,進口總值(含復進口),0.15728,3
2015-01,29321100,四氫?喃,哥倫比亞,出口總值(含復出口),143.78735,72000
2015-01,29321100,四氫?喃,泰國,出口總值(含復出口),38.59704,14400
2015-01,29321100,四氫?喃,荷蘭,出口總值(含復出口),75.0865,28800
2015-01,29321100,四氫?喃,新加坡,出口總值(含復出口),19.44007,7200
2015-01,29321100,四氫?喃,德國,進口總值(含復進口),21.20163,1840
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,土耳其,出口總值(含復出口),7.20352,16000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,中國大陸,出口總值(含復出口),9989.43063,6466310
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,巴基斯坦,出口總值(含復出口),139.88675,78500
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,日本,進口總值(含復進口),372.56999,142500
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,日本,出口總值(含復出口),56.96759,34875
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,以色列,出口總值(含復出口),8.68197,5000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,加拿大,出口總值(含復出口),25.16514,16000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,印尼,出口總值(含復出口),467.82006,266500
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,印度,出口總值(含復出口),46.14658,25875
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,西班牙,出口總值(含復出口),10.25479,6000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,孟加拉,出口總值(含復出口),108.55614,58000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,波蘭,出口總值(含復出口),24.56747,14000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,阿拉伯聯合大公國,出口總值(含復出口),15.72821,9000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,阿根廷,出口總值(含復出口),59.76722,34000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,南非,出口總值(含復出口),21.23309,12000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,南韓,進口總值(含復進口),31.70808,18000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,美國,出口總值(含復出口),238.72286,134000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,英國,出口總值(含復出口),34.85372,19250
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,香港,出口總值(含復出口),1557.2507,893550
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,哥倫比亞,出口總值(含復出口),8.52469,5000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,埃及,出口總值(含復出口),111.07266,57000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,泰國,進口總值(含復進口),60.55363,40000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,泰國,出口總值(含復出口),1392.16734,771000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,馬來西亞,出口總值(含復出口),349.76407,213800
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,敘利亞,出口總值(含復出口),27.61874,18000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,荷蘭,進口總值(含復進口),12.96005,1375
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,荷蘭,出口總值(含復出口),225.79427,130000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,斯里蘭卡,出口總值(含復出口),28.3737,16000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,斯洛維尼亞,出口總值(含復出口),5.9138,3000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,菲律賓,出口總值(含復出口),114.37558,72500
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,越南,出口總值(含復出口),155.96099,87300
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,新加坡,出口總值(含復出口),9.8144,5525
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,瑞典,出口總值(含復出口),32.08556,18000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,德國,出口總值(含復出口),50.3932,33000
2015-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,澳大利亞,出口總值(含復出口),7.45517,4000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,中國大陸,進口總值(含復進口),0.03145,15
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,中國大陸,出口總值(含復出口),630.63856,258955
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,中華民國,進口總值(含復進口),95.94212,24700
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,日本,進口總值(含復進口),276.06165,94572
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,日本,出口總值(含復出口),41.71122,14050
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,比利時,出口總值(含復出口),2.79962,1000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,以色列,出口總值(含復出口),6.57439,2000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,印尼,進口總值(含復進口),5.4105,1500
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,印尼,出口總值(含復出口),112.20509,44200
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,法國,出口總值(含復出口),18.93677,8000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,南韓,進口總值(含復進口),131.04749,51600
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,南韓,出口總值(含復出口),19.18842,8000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,美國,進口總值(含復進口),6.6373,2178
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,英國,出口總值(含復出口),5.69361,2250
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,香港,出口總值(含復出口),309.0909,85700
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,泰國,出口總值(含復出口),30.95312,11000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,紐西蘭,出口總值(含復出口),52.62661,16000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,馬來西亞,出口總值(含復出口),28.40515,10000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,荷蘭,出口總值(含復出口),16.70336,7000
2015-01,39039010,甲基丙烯酸甲酯－丁二烯－苯乙烯（ＭＢＳ）共聚合物，初級狀態,菲律賓,出口總值(含復出口),12.9915,5500
