Date,HScode,Name,Country,Type,Value,Weight
2018-01,29161410,甲基丙烯酸甲酯,土耳其,出口總值(含復出口),53,19730
2018-01,29161410,甲基丙烯酸甲酯,中國大陸,進口總值(含復進口),160,16000
2018-01,29161410,甲基丙烯酸甲酯,中國大陸,出口總值(含復出口),3429,1347554
2018-01,29161410,甲基丙烯酸甲酯,巴基斯坦,出口總值(含復出口),38,15200
2018-01,29161410,甲基丙烯酸甲酯,日本,進口總值(含復進口),701,318180
2018-01,29161410,甲基丙烯酸甲酯,印尼,出口總值(含復出口),235,98500
2018-01,29161410,甲基丙烯酸甲酯,印度,出口總值(含復出口),251,91200
2018-01,29161410,甲基丙烯酸甲酯,孟加拉,出口總值(含復出口),17,6080
2018-01,29161410,甲基丙烯酸甲酯,阿拉伯聯合大公國,出口總值(含復出口),243,91200
2018-01,29161410,甲基丙烯酸甲酯,南韓,進口總值(含復進口),607,222021
2018-01,29161410,甲基丙烯酸甲酯,南韓,出口總值(含復出口),2246,950790
2018-01,29161410,甲基丙烯酸甲酯,美國,進口總值(含復進口),177,78753
2018-01,29161410,甲基丙烯酸甲酯,英國,進口總值(含復進口),3,200
2018-01,29161410,甲基丙烯酸甲酯,香港,出口總值(含復出口),32,360
2018-01,29161410,甲基丙烯酸甲酯,泰國,進口總值(含復進口),2457,1026649
2018-01,29161410,甲基丙烯酸甲酯,馬來西亞,出口總值(含復出口),338,140240
2018-01,29161410,甲基丙烯酸甲酯,荷蘭,進口總值(含復進口),1,80
2018-01,29161410,甲基丙烯酸甲酯,菲律賓,出口總值(含復出口),207,81510
2018-01,29161410,甲基丙烯酸甲酯,越南,出口總值(含復出口),3697,1527180
2018-01,29161410,甲基丙烯酸甲酯,新加坡,進口總值(含復進口),2384,997343
2018-01,29161410,甲基丙烯酸甲酯,德國,進口總值(含復進口),3216,1361970
2018-01,29161410,甲基丙烯酸甲酯,澳大利亞,出口總值(含復出口),42,15200
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,土耳其,出口總值(含復出口),145,125000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,中國大陸,出口總值(含復出口),1846,1581000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,日本,出口總值(含復出口),440,360000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,比利時,出口總值(含復出口),26,22000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,以色列,出口總值(含復出口),94,80000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,加拿大,出口總值(含復出口),226,200000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,印尼,出口總值(含復出口),7,5000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,沙烏地阿拉伯,出口總值(含復出口),21,16000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,法國,出口總值(含復出口),28,23000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,阿根廷,出口總值(含復出口),15,8000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,阿曼,出口總值(含復出口),135,119000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,俄羅斯,出口總值(含復出口),49,40000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,南韓,出口總值(含復出口),332,198000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,美國,進口總值(含復進口),0,0
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,美國,出口總值(含復出口),475,408000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,英國,出口總值(含復出口),328,294000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,哥倫比亞,出口總值(含復出口),383,318000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,哥斯大黎加,出口總值(含復出口),283,238000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,馬來西亞,出口總值(含復出口),286,265000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,斯里蘭卡,出口總值(含復出口),45,40000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,菲律賓,出口總值(含復出口),1288,1101000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,象牙海岸,出口總值(含復出口),364,307000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,越南,出口總值(含復出口),338,285000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,新加坡,出口總值(含復出口),33,20000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,義大利,出口總值(含復出口),72,62000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,葡萄牙,出口總值(含復出口),97,83000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,德國,進口總值(含復進口),0,0
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,墨西哥,出口總值(含復出口),303,250000
2018-01,29173300,鄰苯二甲酸二壬酯或二癸酯,澳大利亞,出口總值(含復出口),25,19000
2018-01,29321100,四氫?喃,中國大陸,出口總值(含復出口),213,100800
2018-01,29321100,四氫?喃,日本,進口總值(含復進口),2,80
2018-01,29321100,四氫?喃,日本,出口總值(含復出口),801,396480
2018-01,29321100,四氫?喃,比利時,進口總值(含復進口),0,1
2018-01,29321100,四氫?喃,比利時,出口總值(含復出口),165,79630
2018-01,29321100,四氫?喃,印度,出口總值(含復出口),1071,506070
2018-01,29321100,四氫?喃,南韓,進口總值(含復進口),1,129
2018-01,29321100,四氫?喃,南韓,出口總值(含復出口),2654,1420000
2018-01,29321100,四氫?喃,美國,進口總值(含復進口),12,1024
2018-01,29321100,四氫?喃,美國,出口總值(含復出口),32,14400
2018-01,29321100,四氫?喃,英國,進口總值(含復進口),0,0
2018-01,29321100,四氫?喃,馬來西亞,進口總值(含復進口),89,43200
2018-01,29321100,四氫?喃,荷蘭,出口總值(含復出口),193,86400
2018-01,29321100,四氫?喃,菲律賓,出口總值(含復出口),30,14400
2018-01,29321100,四氫?喃,越南,出口總值(含復出口),32,14400
2018-01,29321100,四氫?喃,義大利,出口總值(含復出口),42,19890
2018-01,29321100,四氫?喃,德國,進口總值(含復進口),24,1871
2018-01,39032000,苯乙烯－丙烯?共聚合物，初級狀態,土耳其,出口總值(含復出口),29,18000
